POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
497,2010,D1,1500,Men,"Ott, Alex",,George Mason,3:54:18,234.18,,,,Mason Spring Invite,"Apr 10, 2010"
498,2010,D1,1500,Men,"Pels, Jeff",JR-3,TCU,3:54:19,234.19,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
499,2010,D1,1500,Men,"Nelson, Jonathan",,BYU,3:54:22,234.22,,,,2010 BYU Cougar Invitational,"Mar 31, 2010"
500,2010,D1,1500,Men,"Campbell, Patrick",,North Carolina St.,3:54:28,234.28,,,,Duke Twilight,"May 9, 2010"
1,2010,D1,1500,Women,"Follett, Katie",SR-4,Washington,4:10:66,250.66,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
2,2010,D1,1500,Women,"Buckman, Zoe",SR-4,Oregon,4:12:80,252.8,,,,Oregon Preview,"Mar 20, 2010"
3,2010,D1,1500,Women,"Susa, Mihaela",JR-3,Oklahoma State,4:13:08,253.08,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
4,2010,D1,1500,Women,"Browning, Charlotte",SR-4,Florida,4:13:96,253.96,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
5,2010,D1,1500,Women,"Verplank, Ashley",SO-2,North Carolina,4:14:10,254.1,,,,North Carolina A&T Invitational,"May 16, 2010"
6,2010,D1,1500,Women,"McShine, Pilar",SR-4,Florida State,4:14:20,254.2,,,,FSU Seminole Twilight,"May 7, 2010"
7,2010,D1,1500,Women,"Bland, Keri",JR-3,West Virginia,4:14:52,254.52,,,,North Carolina A&T Invitational,"May 16, 2010"
8,2010,D1,1500,Women,"Hasay, Jordan",SR-4,Oregon,4:14:67,254.67,,,,Stanford Invitational,"Mar 26, 2010"
9,2010,D1,1500,Women,"Hamric, Karly",SR-4,West Virginia,4:15:32,255.32,,,,Swarthmore Last Chance Meet,"May 10, 2010"
10,2010,D1,1500,Women,"Bizzarri, Angela",SR-4,Illinois,4:15:42,255.42,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
11,2010,D1,1500,Women,"Anderson, Gabriele",SR-4,Minnesota,4:15:43,255.43,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
12,2010,D1,1500,Women,"Wright, Phoebe",SR-4,Tennessee,4:15:66,255.66,,,,Sea Ray Relays,"Apr 7, 2010"
13,2010,D1,1500,Women,"Felnagle, Brianna",SR-4,North Carolina,4:16:80,256.8,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
14,2010,D1,1500,Women,"Bonds, Lauren",SR-4,Kansas,4:17:27,257.27,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
15,2010,D1,1500,Women,"Kesselring, Anne",SR-4,Oregon,4:17:71,257.71,,,,Oregon Twilight,"May 8, 2010"
16,2010,D1,1500,Women,"Flood, Betsy",SO-2,Iowa,4:17:75,257.75,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
17,2010,D1,1500,Women,"Van Dalen, Lucy",SR-4,Stony Brook,4:17:95,257.95,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
18,2010,D1,1500,Women,"Franek, Bridget",SR-4,Penn State,4:18:33,258.33,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
19,2010,D1,1500,Women,"MacLeod, Emily",JR-3,Michigan State,4:18:50,258.5,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
20,2010,D1,1500,Women,"Karunde, Caroline",JR-3,Texas Tech,4:18:57,258.57,,,,Texas Tech vs. Nebraska Dual Meet,"May 1, 2010"
21,2010,D1,1500,Women,"Krueger, Kristie",SR-4,Georgia,4:18:58,258.58,,,,2010 Florida Relays,"Apr 2, 2010"
22,2010,D1,1500,Women,"Blood, Nicole",SR-4,Oregon,4:18:85,258.85,,,,Oregon Twilight,"May 8, 2010"
23,2010,D1,1500,Women,"Dougherty, Ellen",SR-4,Villanova,4:18:91,258.91,,,,Swarthmore Last Chance Meet,"May 10, 2010"
24,2010,D1,1500,Women,"Kosinski, Alex",SR-4,Oregon,4:18:98,258.98,,,,Pac-10 Track & Field Championships,"May 15, 2010"
25,2010,D1,1500,Women,"O'Connell, Jessica",SR-4,West Virginia,4:19:01,259.01,,,,Swarthmore Last Chance Meet,"May 10, 2010"
26,2010,D1,1500,Women,"Winslow, Amanda",FR-1,Florida State,4:19:29,259.29,,,,FSU Seminole Twilight,"May 7, 2010"
27,2010,D1,1500,Women,"Egami, Lisa",SR-4,Washington St.,4:19:31,259.31,,,,Stanford Invitational,"Mar 26, 2010"
28,2010,D1,1500,Women,"Sheffey, Brittany",SO-2,Tennessee,4:19:34,259.34,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
29,2010,D1,1500,Women,"Martinez, Brenda",SR-4,UC Riverside,4:19:66,259.66,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
30,2010,D1,1500,Women,"Beckwith, Molly",SR-4,Indiana,4:20:17,260.17,,,,Border Battle,"Apr 10, 2010"
31,2010,D1,1500,Women,"Tracy, Rebecca",FR-1,Notre Dame,4:20:18,260.18,,,,Border Battle,"Apr 10, 2010"
32,2010,D1,1500,Women,"Lane, Caitlin",SO-2,Penn State,4:20:40,260.4,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
33,2010,D1,1500,Women,"Nosenko, Dina",SR-4,Wake Forest,4:20:45,260.45,,,,Oregon Twilight,"May 8, 2010"
34,2010,D1,1500,Women,"Wright, Katie",SR-4,Tulsa,4:20:61,260.61,,,,Arkansas Twilight,"Apr 30, 2010"
35,2010,D1,1500,Women,"Reid, Sheila",SR-4,Villanova,4:20:68,260.68,,,,Miami Hurricane Alumni Invitational,"Apr 10, 2010"
36,2010,D1,1500,Women,"Campbell, Kailey",SR-4,Washington,4:20:82,260.82,,,,Stanford Invitational,"Mar 26, 2010"
37,2010,D1,1500,Women,"King, Caroline",SO-2,Boston College,4:20:91,260.91,,,,NEICAAA Outdoor Track & Field Championship,"May 6, 2010"
38,2010,D1,1500,Women,"Drennen, Katrina",SR-4,Montana,4:21:10,261.1,,,,Montana Open,"Apr 17, 2010"
39,2010,D1,1500,Women,"Melander, McKenzie",SO-2,Iowa,4:21:18,261.18,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
40,2010,D1,1500,Women,"Nosenko, Anna",SR-4,Wake Forest,4:21:19,261.19,,,,Oregon Twilight,"May 8, 2010"
41,2010,D1,1500,Women,"Whalen, Christine",SR-4,Georgetown,4:21:21,261.21,,,,Princeton Larry Ellis Friday Night Races,"Apr 16, 2010"
42,2010,D1,1500,Women,"Ramos, Beverly",SR-4,Kansas State,4:21:24,261.24,,,,2010 Nebraska Open,"May 8, 2010"
43,2010,D1,1500,Women,"Ogrodnick, Avril",SR-4,Georgetown,4:21:32,261.32,,,,Swarthmore Last Chance Meet,"May 10, 2010"
44,2010,D1,1500,Women,"Coburn, Emma",SR-4,Colorado,4:21:37,261.37,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
44,2010,D1,1500,Women,"Gregson, Heidi",SR-4,Iona,4:21:37,261.37,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
46,2010,D1,1500,Women,"Bailey, Caitlin",JR-3,Boston College,4:21:53,261.53,,,,NEICAAA Outdoor Track & Field Championship,"May 6, 2010"
47,2010,D1,1500,Women,"Swenson, Nikki",SR-4,Minnesota,4:21:61,261.61,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
48,2010,D1,1500,Women,"Lawrence, Marie",SO-2,Washington,4:21:89,261.89,,,,Stanford Invitational,"Mar 26, 2010"
49,2010,D1,1500,Women,"Miller, Ashley",SR-4,Nebraska,4:22:01,262.01,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
50,2010,D1,1500,Women,"Pritt, Emily",,North Carolina St.,4:22:11,262.11,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
51,2010,D1,1500,Women,"Schappert, Nicole",SR-4,Villanova,4:22:16,262.16,,,,Swarthmore Last Chance Meet,"May 10, 2010"
52,2010,D1,1500,Women,"Duhon, Madeline",JR-3,Stanford,4:22:30,262.3,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
53,2010,D1,1500,Women,"Biwott, Purity",,Texas Tech,4:22:37,262.37,,,,Big 12 Championships,"May 14, 2010"
54,2010,D1,1500,Women,"Gillespie, Kristen",,Arkansas,4:22:56,262.56,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
55,2010,D1,1500,Women,"Drouin, Jackie",JR-3,Columbia,4:22:59,262.59,,,,ECAC Outdoor Championship,"May 14, 2010"
55,2010,D1,1500,Women,"Kimaiyo, Risper",SR-4,UTEP,4:22:59,262.59,,,,Conference USA Outdoor Championships,"May 13, 2010"
57,2010,D1,1500,Women,"Schneider, Rachel",,Georgetown,4:22:61,262.61,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
58,2010,D1,1500,Women,"Marino, Amanda",SR-4,Villanova,4:22:63,262.63,,,,ECAC Outdoor Championship,"May 14, 2010"
59,2010,D1,1500,Women,"Krifchin, Maegan",SR-4,Syracuse,4:22:65,262.65,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
60,2010,D1,1500,Women,"Hardt, Kari",JR-3,Arizona State,4:22:70,262.7,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
61,2010,D1,1500,Women,"Jorgensen, Rita",JR-3,Vanderbilt,4:22:77,262.77,,,,Vanderbilt Invitational,"Apr 16, 2010"
62,2010,D1,1500,Women,"Hardesty, Lauren",JR-3,Iowa,4:22:81,262.81,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
63,2010,D1,1500,Women,"Haug, Heather",SR-4,Montana State,4:22:86,262.86,,,,2010 Big Sky Conference Championships,"May 12, 2010"
64,2010,D1,1500,Women,"Learch, Samantha",,Arkansas,4:23:09,263.09,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
65,2010,D1,1500,Women,"Yetzer, Elizabeth",JR-3,Minnesota,4:23:14,263.14,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
66,2010,D1,1500,Women,"Vermeer, Esther",SR-4,Duke,4:23:21,263.21,,,,Duke Twilight,"May 9, 2010"
67,2010,D1,1500,Women,"Lyons, Kerri",SR-4,Cornell,4:23:30,263.3,,,,ECAC Outdoor Championship,"May 14, 2010"
68,2010,D1,1500,Women,"Kipsang, Gladys",SR-4,Texas Tech,4:23:32,263.32,,,,Big 12 Championships,"May 14, 2010"
69,2010,D1,1500,Women,"Abbott, Alyssa",JR-3,Utah,4:23:48,263.48,,,,Drake Relays,"Apr 21, 2010"
69,2010,D1,1500,Women,"Manuele, Sharla",SR-4,Southern Utah,4:23:48,263.48,,,,Eccles Coliseum Spring Collegiate Meet,"May 1, 2010"
71,2010,D1,1500,Women,"Jimenez, Betzy",SR-4,Texas,4:23:50,263.5,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
72,2010,D1,1500,Women,"Penney, Lauren",SR-4,Syracuse,4:23:70,263.7,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
73,2010,D1,1500,Women,"Oberg, Sofia",FR-1,California,4:23:75,263.75,,,,Stanford Invitational,"Mar 26, 2010"
74,2010,D1,1500,Women,"Carlyle, Laura",SR-4,Oregon State,4:23:86,263.86,,,,Pac-10 Track & Field Championships,"May 15, 2010"
74,2010,D1,1500,Women,"Whiting, Paula",,Tulsa,4:23:86,263.86,,,,John McDonnell Invitational,"Apr 9, 2010"
76,2010,D1,1500,Women,"Van Buskirk, Kate",JR-3,Duke,4:23:94,263.94,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
77,2010,D1,1500,Women,"Maier, Deborah",SR-4,California,4:23:98,263.98,,,,Jim Click Shootout,"Apr 3, 2010"
78,2010,D1,1500,Women,"Johnson, Stacey",JR-3,Florida,4:24:05,264.05,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
79,2010,D1,1500,Women,"Edwards, Sarah",SO-2,BYU,4:24:07,264.07,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
80,2010,D1,1500,Women,"Cheruiyot, Pasca",JR-3,Florida State,4:24:22,264.22,,,,FSU Seminole Twilight,"May 7, 2010"
81,2010,D1,1500,Women,"Aagenes, Anna",SR-4,Penn,4:24:32,264.32,,,,Penn-Yale-Princeton,"Apr 10, 2010"
82,2010,D1,1500,Women,"Smith, Alison",SR-4,Villanova,4:24:33,264.33,,,,ECAC Outdoor Championship,"May 14, 2010"
83,2010,D1,1500,Women,"King, Jillian",,Boston College,4:24:34,264.34,,,,NEICAAA Outdoor Track & Field Championship,"May 6, 2010"
84,2010,D1,1500,Women,"Goetschius, Amanda",SR-4,Charlotte,4:24:35,264.35,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
85,2010,D1,1500,Women,"Mimic, Bogdana",JR-3,Villanova,4:24:36,264.36,,,,Miami Hurricane Alumni Invitational,"Apr 10, 2010"
86,2010,D1,1500,Women,"Erdmann, Tara",JR-3,Loyola Marymount,4:24:54,264.54,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
87,2010,D1,1500,Women,"Grace, Kate",SR-4,Yale,4:24:57,264.57,,,,Princeton Sam Howell Friday Night Races,"Apr 2, 2010"
87,2010,D1,1500,Women,"Johnson, Justine",FR-1,Washington,4:24:57,264.57,,,,Pac-10 Track & Field Championships,"May 15, 2010"
89,2010,D1,1500,Women,"Friday, Becca",SR-4,Oregon,4:24:58,264.58,,,,Oregon Relays presented by Oregon Community Credit Union,"Apr 30, 2010"
90,2010,D1,1500,Women,"Brown, Stephanie",,Arkansas,4:24:71,264.71,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
91,2010,D1,1500,Women,"Palacio, Jess",SR-4,Navy,4:24:72,264.72,,,,ECAC Outdoor Championship,"May 14, 2010"
92,2010,D1,1500,Women,"Chemweno, Vasity",JR-3,Western Kentucky,4:24:76,264.76,,,,Vanderbilt Invitational,"Apr 16, 2010"
93,2010,D1,1500,Women,"Ricksecker, Rebekah",SR-4,Liberty,4:24:78,264.78,,,,Duke Twilight,"May 9, 2010"
94,2010,D1,1500,Women,"Banfich, Alex",SO-2,Princeton,4:24:94,264.94,,,,Penn-Yale-Princeton,"Apr 10, 2010"
94,2010,D1,1500,Women,"Gibson, Ashley",SR-4,New Mexico,4:24:94,264.94,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
96,2010,D1,1500,Women,"Gregory, Lauren",SR-4,Georgetown,4:24:99,264.99,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
97,2010,D1,1500,Women,"Alenbratt, Mary",,SMU,4:25:00,265.0,,,,Conference USA Outdoor Championships,"May 13, 2010"
98,2010,D1,1500,Women,"Arcip, Larisa",SR-4,Akron,4:25:04,265.04,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
98,2010,D1,1500,Women,"Bridgmon, Mattie",SR-4,Oregon,4:25:04,265.04,,,,Oregon Twilight,"May 8, 2010"
100,2010,D1,1500,Women,"Murakami, Shannon",SR-4,UCLA,4:25:10,265.1,,,,UF Tom Jones Memorial,"Apr 17, 2010"
101,2010,D1,1500,Women,"Phelan, Shannon",JR-3,Illinois,4:25:14,265.14,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
102,2010,D1,1500,Women,"Masterson, Casey",SR-4,Oregon State,4:25:18,265.18,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
103,2010,D1,1500,Women,"Thweatt, Laura",JR-3,Colorado,4:25:27,265.27,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
104,2010,D1,1500,Women,"Neutts, Ariann",SO-2,Villanova,4:25:36,265.36,,,,45th Colonial Relays,"Apr 2, 2010"
105,2010,D1,1500,Women,"Sang-Bender, Nana",SR-4,Syracuse,4:25:37,265.37,,,,ECAC Outdoor Championship,"May 14, 2010"
106,2010,D1,1500,Women,"Mecke, Dana",JR-3,UTSA,4:25:38,265.38,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
106,2010,D1,1500,Women,"Karunde, Winrose",JR-3,Texas Tech,4:25:38,265.38,,,,Texas Tech Invitational,"Apr 10, 2010"
108,2010,D1,1500,Women,"Payne, Kesslee",SR-4,Montana,4:25:42,265.42,,,,2010 Big Sky Conference Championships,"May 12, 2010"
109,2010,D1,1500,Women,"Tresch, Martina",,Kansas State,4:25:43,265.43,,,,2010 Nebraska Open,"May 8, 2010"
110,2010,D1,1500,Women,"Kinchen, Tamika",SR-4,Georgia State,4:25:47,265.47,,,,2010 CAA Track & Field Championships,"Apr 30, 2010"
111,2010,D1,1500,Women,"Palmer, Katie",SR-4,BYU,4:25:53,265.53,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
112,2010,D1,1500,Women,"Beichner, Heather",,William and Mary,4:25:55,265.55,,,,2010 CAA Track & Field Championships,"Apr 30, 2010"
113,2010,D1,1500,Women,"Hardesty, Amanda",JR-3,Iowa,4:25:60,265.6,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
114,2010,D1,1500,Women,"Becker, Alex",SR-4,Tulsa,4:25:68,265.68,,,,John McDonnell Invitational,"Apr 9, 2010"
115,2010,D1,1500,Women,"Christopher, Kaylyn",SR-4,West Virginia,4:25:70,265.7,,,,Swarthmore Last Chance Meet,"May 10, 2010"
116,2010,D1,1500,Women,"Young, Anna",SR-4,Arizona State,4:25:80,265.8,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
117,2010,D1,1500,Women,"Olson, Heather",SR-4,Rice,4:25:93,265.93,,,,Conference USA Outdoor Championships,"May 13, 2010"
118,2010,D1,1500,Women,"Simpson, Brooke",FR-1,Villanova,4:26:01,266.01,,,,Miami Hurricane Alumni Invitational,"Apr 10, 2010"
119,2010,D1,1500,Women,"Borduin, Lauren",SR-4,Georgetown,4:26:03,266.03,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
120,2010,D1,1500,Women,"Morrison, Leslie",SR-4,Duke,4:26:05,266.05,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
121,2010,D1,1500,Women,"Bozzay, Boglarka",SR-4,Kansas State,4:26:16,266.16,,,,Ward Haylett,"May 1, 2010"
122,2010,D1,1500,Women,"Legg, Kirsty",SR-4,Butler,4:26:21,266.21,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
123,2010,D1,1500,Women,"Senior, Ruth",SO-2,New Mexico,4:26:24,266.24,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
124,2010,D1,1500,Women,"Green, Carlie",SR-4,Michigan State,4:26:37,266.37,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
125,2010,D1,1500,Women,"Ries, Ellen",SR-4,Missouri,4:26:38,266.38,,,,Oregon Pepsi Invitational,"Apr 10, 2010"
126,2010,D1,1500,Women,"Maheu, Audrey",SR-4,Kent State,4:26:41,266.41,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
127,2010,D1,1500,Women,"Copeland, Brittany",SR-4,East Carolina,4:26:43,266.43,,,,Raleigh Relays,"Mar 26, 2010"
128,2010,D1,1500,Women,"Erdelyi, Zsofia",JR-3,USC,4:26:44,266.44,,,,USC vs UCLA Dual Meet,"May 1, 2010"
129,2010,D1,1500,Women,"Miller, Kelley",SR-4,Miami (Ohio),4:26:47,266.47,,,,Vanderbilt Invite,"Mar 27, 2010"
130,2010,D1,1500,Women,"Morgan, Madeline",,Duke,4:26:48,266.48,,,,Wake Forest Open,"Mar 19, 2010"
130,2010,D1,1500,Women,"Williams, Britany",SR-4,Rice,4:26:48,266.48,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
132,2010,D1,1500,Women,"Mergaert, Amanda",,Utah,4:26:56,266.56,,,,Drake Relays,"Apr 21, 2010"
133,2010,D1,1500,Women,"Eikrem-Engeset, Kristine",SR-4,SMU,4:26:58,266.58,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
134,2010,D1,1500,Women,"Cattran, Ashley",SR-4,Dayton,4:26:60,266.6,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
135,2010,D1,1500,Women,"Uys, Anneli",SR-4,Chattanooga,4:26:61,266.61,,,,Southern Conference Championship,"Apr 24, 2010"
136,2010,D1,1500,Women,"Burns, Meghan",SR-4,William and Mary,4:26:64,266.64,,,,2010 CAA Track & Field Championships,"Apr 30, 2010"
137,2010,D1,1500,Women,"Sinclair, Laura",,George Mason,4:26:69,266.69,,,,2010 CAA Track & Field Championships,"Apr 30, 2010"
138,2010,D1,1500,Women,"Cleland, Melanie",SR-4,Tulsa,4:26:71,266.71,,,,John McDonnell Invitational,"Apr 9, 2010"
138,2010,D1,1500,Women,"Tauro, Danielle",SR-4,Michigan,4:26:71,266.71,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
140,2010,D1,1500,Women,"Goldkamp, Mary",SR-4,Bradley,4:26:76,266.76,,,,Tony Waldrop Tar Heel Invitational,"May 8, 2010"
141,2010,D1,1500,Women,"Feslier Holmes, Alice",SR-4,Purdue,4:26:87,266.87,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
142,2010,D1,1500,Women,"Areson, Jackie",SR-4,Tennessee,4:27:06,267.06,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
143,2010,D1,1500,Women,"Sangau, Zamzam",SR-4,Mid. Tenn. State,4:27:10,267.1,,,,Vanderbilt Invitational,"Apr 16, 2010"
144,2010,D1,1500,Women,"Hays, Erin",SR-4,Columbia,4:27:12,267.12,,,,Princeton Sam Howell Friday Night Races,"Apr 2, 2010"
145,2010,D1,1500,Women,"Krchova, Eva",,San Francisco,4:27:23,267.23,,,,Brutus Hamilton Invitational,"Apr 23, 2010"
146,2010,D1,1500,Women,"FfrenchO'Carroll, Charlotte",SR-4,Providence,4:27:58,267.58,,,,ECAC Outdoor Championship,"May 14, 2010"
147,2010,D1,1500,Women,"Pennings, Victoria",FR-1,Stanford,4:27:59,267.59,,,,Pac-10 Track & Field Championships,"May 15, 2010"
148,2010,D1,1500,Women,"Brunk, Michelle",JR-3,Illinois State,4:27:62,267.62,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
149,2010,D1,1500,Women,"Potasinski, Tasia",SR-4,Virginia,4:27:75,267.75,,,,North Carolina A&T Invitational,"May 16, 2010"
150,2010,D1,1500,Women,"Griffin, Georgia",,Stanford,4:27:76,267.76,,,,Brutus Hamilton Invitational,"Apr 23, 2010"
151,2010,D1,1500,Women,"Klugh, Jennifer",SR-4,Liberty,4:27:82,267.82,,,,ECAC Outdoor Championship,"May 14, 2010"
152,2010,D1,1500,Women,"Lemieux, Lauren",SR-4,Virginia Tech,4:27:84,267.84,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
153,2010,D1,1500,Women,"Moore, Cori",JR-3,Portland,4:27:85,267.85,,,,Oregon Relays presented by Oregon Community Credit Union,"Apr 30, 2010"
154,2010,D1,1500,Women,"Johnson, Olivia",JR-3,Marquette,4:28:01,268.01,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
155,2010,D1,1500,Women,"Kosgei, Lydia",SR-4,Eastern Kentucky,4:28:04,268.04,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
155,2010,D1,1500,Women,"McKenna, Kara",JR-3,North Carolina St.,4:28:04,268.04,,,,Duke Twilight,"May 9, 2010"
157,2010,D1,1500,Women,"Cortez , Christine",FR-1,USC,4:28:12,268.12,,,,USC Trojan Invitational,"Mar 19, 2010"
158,2010,D1,1500,Women,"Blanchard, Chelsea",SR-4,Indiana,4:28:13,268.13,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
159,2010,D1,1500,Women,"Lipsey, Charlene",SO-2,LSU,4:28:15,268.15,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
160,2010,D1,1500,Women,"Standridge, Kim",SR-4,Cornell,4:28:26,268.26,,,,Titan Twilight Invit,"Mar 26, 2010"
161,2010,D1,1500,Women,"Hursey, Katie",SO-2,Syracuse,4:28:28,268.28,,,,Princeton Larry Ellis Friday Night Races,"Apr 16, 2010"
162,2010,D1,1500,Women,"Jones, Emily",,Georgetown,4:28:36,268.36,,,,Princeton Larry Ellis Friday Night Races,"Apr 16, 2010"
162,2010,D1,1500,Women,"Eddy-Carlisle, Candace",,BYU,4:28:36,268.36,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
164,2010,D1,1500,Women,"Lachesis, Serita",SR-4,Columbia,4:28:37,268.37,,,,Princeton Sam Howell Friday Night Races,"Apr 2, 2010"
165,2010,D1,1500,Women,"Behm, Mia",JR-3,Texas,4:28:40,268.4,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
166,2010,D1,1500,Women,"McDermott, Casey",SR-4,Drake,4:28:48,268.48,,,,Drake Relays,"Apr 21, 2010"
167,2010,D1,1500,Women,"Kieffer, Allie",SR-4,Arizona State,4:28:49,268.49,,,,2010 Arizona State Invitational,"Mar 26, 2010"
168,2010,D1,1500,Women,"Cunningham, Meghan",SR-4,Connecticut,4:28:61,268.61,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
168,2010,D1,1500,Women,"Perron, Emma",SR-4,Providence,4:28:61,268.61,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
170,2010,D1,1500,Women,"Ritter, Kathryn",,Minnesota,4:28:62,268.62,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
171,2010,D1,1500,Women,"Ahn, Suejin",SR-4,Duke,4:28:69,268.69,,,,Wake Forest Open,"Mar 19, 2010"
171,2010,D1,1500,Women,"Stowe, Rebeka",SR-4,Kansas,4:28:69,268.69,,,,2010 Kansas Relays,"Apr 14, 2010"
171,2010,D1,1500,Women,"Walker, Miranda",SR-4,Arkansas,4:28:69,268.69,,,,John McDonnell Invitational,"Apr 9, 2010"
174,2010,D1,1500,Women,"Nero, Tonya",,Wichita State,4:28:70,268.7,,,,Missouri Valley Conference Championships,"May 14, 2010"
175,2010,D1,1500,Women,"Barber, Rosemary",SR-4,Virginia,4:28:78,268.78,,,,North Carolina A&T Invitational,"May 16, 2010"
175,2010,D1,1500,Women,"Pohl, Veronica",SR-4,Northern Arizona,4:28:78,268.78,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
177,2010,D1,1500,Women,"McArdle, Bree-Arne",JR-3,Florida State,4:28:79,268.79,,,,FSU Seminole Twilight,"May 7, 2010"
178,2010,D1,1500,Women,"Braunsdorf, Nicole",SR-4,Drake,4:28:81,268.81,,,,Drake Relays,"Apr 21, 2010"
179,2010,D1,1500,Women,"Conner, Corey",SO-2,Maine,4:28:83,268.83,,,,NEICAAA Outdoor Track & Field Championship,"May 6, 2010"
180,2010,D1,1500,Women,"Neal, Hillary",JR-3,Samford,4:28:89,268.89,,,,Southern Conference Championship,"Apr 24, 2010"
181,2010,D1,1500,Women,"Northrup, Julie",SR-4,Florida,4:28:90,268.9,,,,UF Tom Jones Memorial,"Apr 17, 2010"
182,2010,D1,1500,Women,"McDonough, Caroline",JR-3,Columbia,4:28:94,268.94,,,,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
183,2010,D1,1500,Women,"Domenichelli, Danielle",SR-4,UC Santa Barbara,4:28:99,268.99,,,,Cal Poly Dual Meet,"May 1, 2010"
184,2010,D1,1500,Women,"Westenhover, Cate",SR-4,Baylor,4:29:08,269.08,,,,Big 12 Championships,"May 14, 2010"
185,2010,D1,1500,Women,"Pierre, Joane",FR-1,Jacksonville,4:29:10,269.1,,,,FSU Seminole Twilight,"May 7, 2010"
